"1","916","51","0","beliebig","36.5","0","0","0"
"2","868","51","0","beliebig","19.5","0","0","0"
"3","878","51","0","beliebig","20.5","0","0","0"
"4","217","51","0","beliebig","179.9","0","0","0"
"5","1280","51","0","beliebig","79.9","0","0","0"
"6","671","51","0","beliebig","35.5","0","0","0"
"7","1284","51","0","beliebig","136.5","0","0","0"
"8","562","51","0","beliebig","134.9","0","0","0"
"9","218","51","0","beliebig","259.9","0","0","0"
"10","947","51","0","beliebig","219.9","0","0","0"
"11","670","51","0","beliebig","53","0","0","0"
"12","877","51","0","beliebig","25.5","0","0","0"
"13","153","51","0","beliebig","42.5","0","0","0"
"14","674","51","0","beliebig","48.5","0","0","0"
"15","731","51","0","beliebig","54.5","0","0","0"
"16","734","51","0","beliebig","71.5","0","0","0"
"17","582","51","0","beliebig","71.5","0","0","0"
"18","122","51","0","beliebig","28.5","0","0","0"
"19","624","51","0","beliebig","85","0","0","0"
"20","938","51","0","beliebig","32","0","0","0"
"21","127","51","0","beliebig","235","0","0","0"
"22","717","51","0","beliebig","87.5","0","0","0"
"23","123","51","0","beliebig","7.5","0","0","0"
"24","111","51","0","beliebig","8","0","0","0"
"25","1198","51","0","beliebig","22.5","0","0","0"
"26","1206","51","0","beliebig","22.5","0","0","0"
"27","587","51","0","beliebig","79","0","0","0"
"28","1258","51","0","beliebig","79","0","0","0"
"29","729","51","0","beliebig","59","0","0","0"
"30","605","51","0","beliebig","59","0","0","0"
"31","702","51","0","beliebig","68","0","0","0"
"32","147","51","0","beliebig","51","0","0","0"
"33","953","51","0","beliebig","24","0","0","0"
"34","687","51","0","beliebig","58","0","0","0"
"35","628","51","0","beliebig","32","0","0","0"
"36","629","51","0","beliebig","32","0","0","0"
"37","1280","117","0","beliebig","80.9","0","0","0"
"38","217","117","0","beliebig","207.9","0","0","0"
"39","1284","117","0","beliebig","138.9","0","0","0"
"40","562","117","0","beliebig","127.9","0","0","0"
"41","52","117","0","beliebig","30.9","0","0","0"
"42","687","117","0","beliebig","30.9","0","0","0"
"43","947","117","0","beliebig","202.9","0","0","0"
"44","127","117","0","beliebig","159.9","0","0","0"
"45","734","117","0","beliebig","57.9","0","0","0"
"46","582","117","0","beliebig","57.9","0","0","0"
"47","916","117","0","beliebig","43.9","0","0","0"
"48","731","117","0","beliebig","43.9","0","0","0"
"49","717","117","0","beliebig","50.9","0","0","0"
"50","624","117","0","beliebig","50.9","0","0","0"
"51","938","117","0","beliebig","25.9","0","0","0"
"52","122","117","0","beliebig","25.9","0","0","0"
"53","877","117","0","beliebig","21.9","0","0","0"
"54","878","117","0","beliebig","21.9","0","0","0"
"55","587","117","0","beliebig","38.9","0","0","0"
"56","1258","117","0","beliebig","38.9","0","0","0"
"57","729","117","0","beliebig","36.9","0","0","0"
"58","605","117","0","beliebig","36.9","0","0","0"
